Date, N+1 Close ,Yesterday's sign,%b of prior day close,Open Position to yesterday's range,N-1 Magnitude,N Close / N's range,10-MA,N Magnitude, HSI Open (N) , HSI Close (N) ,Close Above yesterday's DH,DL Lower than yesterday's DL,DL Higher than yesterday's DL,Deviation of 10-MA / 20-MA slopes
4/2/2016," 7,974 ",0,0.134269374,1.926266815,0.01262348,0.10723709,-0.000228319,0.013325464," 22,077 "," 21,824 ",1,0,1,0.018389589
5/2/2016," 8,055 ",0,0.342012507,0.443366001,0.013325464,0.4261379,0.001103981,0.013851315," 21,741 "," 21,779 ",0,0,1,-0.115672752
11/2/2016," 7,658 ",0,0.535914715,-3.53726904,0.013851315,0.493015935,-0.007027678,0.020024609," 21,673 "," 21,630 ",0,1,0,0.70258563
12/2/2016," 7,505 ",0,-0.063038976,-0.145780051,0.020024609,0.042694435,-0.011257513,0.020322703," 21,690 "," 21,387 ",0,1,0,1.030154414
15/2/2016," 7,864 ",1,-0.068410216,1.096908558,0.020322703,0.868425705,-0.006077839,0.029509544," 21,058 "," 21,310 ",1,0,1,0.629872895
16/2/2016," 8,028 ",0,0.408613459,1.207681428,0.029509544,0.52296376,-0.001206658,0.028078483," 21,265 "," 21,331 ",1,0,1,0.18318073
17/2/2016," 7,929 ",0,0.609159369,0.575035881,0.028078483,0.036216768,-0.00394063,0.028023806," 21,530 "," 21,737 ",0,0,1,0.85649763
18/2/2016," 8,166 ",1,0.526391477,1.097376947,0.028023806,0.500728945,-0.003665285,0.010917194," 21,778 "," 21,824 ",1,0,1,2.127866465
19/2/2016," 8,113 ",2,0.809966614,-0.411909835,0.010917194,0.382496141,0.000953013,0.010415468," 21,640 "," 21,787 ",0,1,0,-0.652187568
22/2/2016," 8,221 ",0,0.732081484,1.234770217,0.010415468,0.643270109,0.005269472,0.012046176," 21,620 "," 21,784 ",1,0,1,-14.20656205
23/2/2016," 8,171 ",0,0.792461991,0.985292626,0.012046176,0.321722414,0.007066001,0.015753917," 21,811 "," 21,817 ",0,1,0,2.084991048
24/2/2016," 8,062 ",1,0.706048657,-0.235063437,0.015753917,0.433192686,0.002553767,0.021071323," 21,879 "," 22,100 ",0,1,0,1.399089279
25/2/2016," 7,872 ",1,0.593236329,0.474331927,0.021071323,0.148390168,0.00277079,0.028638956," 22,266 "," 22,143 ",0,1,0,-1.288293447
26/2/2016," 8,034 ",1,0.359460926,0.760472564,0.028638956,0.621976194,0.009319847,0.019499886," 22,112 "," 21,862 ",0,0,1,-9.209177502
29/2/2016," 7,916 ",0,0.480948193,0.530078075,0.019499886,0.326861227,0.00727415,0.020935319," 21,903 "," 22,058 ",0,1,0,12.112576
1/3/2016," 8,068 ",1,0.215283637,0.802799285,0.020935319,0.939063186,0.001149019,0.022800688," 22,156 "," 21,907 ",1,0,1,-53.1152165
2/3/2016," 8,374 ",0,0.527267418,1.932042563,0.022800688,0.640616175,0.006027393,0.023607978," 21,850 "," 21,910 ",1,0,1,5.58910153
3/3/2016," 8,391 ",0,0.98694229,1.021874198,0.023607978,0.496648525,0.008313225,0.020660864," 21,807 "," 21,123 ",0,0,1,3.51129236
4/3/2016," 8,558 ",1,0.908326033,0.782984818,0.020660864,0.854500131,0.008264926,0.018059964," 21,167 "," 21,140 ",1,0,1,1.776306494
7/3/2016," 8,626 ",0,0.977626494,1.403962215,0.018059964,0.090193153,0.010465881,0.013959463," 21,209 "," 20,861 ",1,0,1,1.3244407
8/3/2016," 8,505 ",1,0.893636664,-0.124595872,0.013959463,0.502903307,0.009055539,0.023027999," 20,786 "," 20,348 ",0,1,0,1.121243619
9/3/2016," 8,441 ",1,0.735654216,0.063872759,0.023027999,0.989288289,0.008704178,0.011533249," 20,453 "," 20,399 ",0,1,0,1.533057817
10/3/2016," 8,420 ",0,0.64531015,1.211144299,0.011533249,0.270506476,0.011260859,0.022443525," 19,900 "," 19,943 ",0,0,1,1.589072823
11/3/2016," 8,561 ",1,0.584773774,0.112088028,0.022443525,0.970603775,0.012988478,0.024813916," 20,023 "," 19,697 ",1,1,0,1.160845292
14/3/2016," 8,686 ",0,0.687389859,1.558432201,0.024813916,0.355893153,0.015563754,0.015994242," 20,075 "," 20,059 ",1,0,1,1.352739401
15/3/2016," 8,606 ",2,0.771994326,0.101735186,0.015994242,0.35440613,0.0155884,0.009654409," 19,555 "," 19,810 ",0,1,0,1.830016991
16/3/2016," 8,571 ",1,0.664594143,0.88230364,0.009654409,0.29761978,0.008680086,0.01879714," 19,795 "," 19,468 ",0,1,0,1.175077039
17/3/2016," 8,774 ",1,0.571531609,1.49621748,0.01879714,0.66848095,0.00681363,0.011527177," 19,170 "," 19,271 ",1,0,1,0.903360154
18/3/2016," 8,883 ",2,0.877850514,0.710737259,0.011527177,0.838030537,0.008297892,0.016936467," 19,222 "," 19,621 ",1,0,1,1.001937989
21/3/2016," 8,929 ",0,0.952262644,0.833187597,0.016936467,0.516195776,0.00731971,0.015779714," 19,280 "," 18,847 ",1,0,1,0.827072533
22/3/2016," 8,900 ",0,0.896813801,0.725456621,0.015779714,0.379010761,0.008101227,0.011307237," 19,055 "," 18,751 ",0,0,1,0.94575913
23/3/2016," 8,873 ",1,0.780823148,0.265870273,0.011307237,0.524198176,0.009572229,0.01764369," 19,030 "," 19,091 ",0,1,0,1.046225777
24/3/2016," 8,701 ",1,0.706951301,-0.215647516,0.01764369,0.273629243,0.008215099,0.019680724," 19,290 "," 19,238 ",0,1,0,0.847032282
29/3/2016," 8,727 ",1,0.424901388,0.468233246,0.019680724,0.822986496,0.005120764,0.011784074," 19,005 "," 18,901 ",0,1,0,0.571999247
30/3/2016," 8,979 ",2,0.41698944,2.022053823,0.011784074,0.889620184,0.005243198,0.016480704," 19,266 "," 19,010 ",1,0,1,0.510132766
31/3/2016," 9,003 ",0,0.881825701,1.037638832,0.016480704,0.590690484,0.00788086,0.01293634," 19,037 "," 19,273 ",1,0,1,0.676497597
1/4/2016," 8,843 ",2,0.835207601,0.82909653,0.01293634,0.205615368,0.007608524,0.026226302," 19,215 "," 19,723 ",0,1,0,0.935394939
5/4/2016," 8,679 ",1,0.451835081,-0.245049609,0.026226302,0.495480554,0.002000315,0.013803611," 19,685 "," 19,469 ",0,1,0,0.458475075
6/4/2016," 8,669 ",1,0.095457512,-0.131105398,0.013803611,0.630321207,-0.003489008,0.012013743," 19,434 "," 19,442 ",0,1,0,-1.520613066
7/4/2016," 8,647 ",0,0.163174483,1.185565015,0.012013743,0.318144354,-0.005600004,0.019465919," 19,000 "," 18,978 ",0,1,0,-7.395395499
8/4/2016," 8,705 ",1,0.191306365,-0.375191334,0.019465919,0.971775535,-0.005398432,0.021142943," 19,188 "," 19,156 ",0,1,0,-4.267113798
11/4/2016," 8,807 ",0,0.352268196,0.630919375,0.021142943,0.827788452,-0.002972549,0.022882358," 19,188 "," 19,313 ",1,0,1,-0.917263374
12/4/2016," 8,842 ",0,0.560199521,0.79482253,0.022882358,0.767000527,0.000847806,0.008622198," 18,400 "," 18,378 ",1,0,1,0.188016948
13/4/2016," 9,191 ",0,0.598237193,2.151686874,0.008622198,0.962227963,0.00689707,0.028555046," 18,279 "," 18,372 ",1,0,1,1.147266322
14/4/2016," 9,238 ",0,1.088961408,1.428017849,0.028555046,0.162580134,0.008225714,0.016251561," 18,648 "," 18,835 ",1,0,1,1.220795202
15/4/2016," 9,215 ",1,0.939499157,0.361179036,0.016251561,0.510328638,0.005321293,0.013789457," 18,990 "," 19,141 ",0,1,0,0.806760748
18/4/2016," 9,091 ",1,0.843079648,-0.481064163,0.013789457,0.932853026,0.005187295,0.011454313," 19,250 "," 18,916 ",0,1,0,0.811371583
19/4/2016," 9,244 ",2,0.682327067,2.306820365,0.011454313,0.910868068,0.009156202,0.012575429," 19,387 "," 19,294 ",1,0,1,1.638473372
20/4/2016," 9,134 ",0,0.768287208,0.967533586,0.012575429,0.489126188,0.011575598,0.024902092," 19,232 "," 19,332 ",0,1,0,2.848834157
21/4/2016," 9,248 ",1,0.623856828,0.665103963,0.024902092,0.707808724,0.011900364,0.017140129," 19,349 "," 19,476 ",0,0,1,3.712189272
22/4/2016," 9,121 ",0,0.690364683,0.007567086,0.017140129,0.480413437,0.011287447,0.010587332," 19,531 "," 19,416 ",0,1,0,3.726183124
25/4/2016," 8,986 ",1,0.510731516,0.143669251,0.010587332,0.183993103,0.006562994,0.015315245," 19,372 "," 19,152 ",0,1,0,3.515098007
26/4/2016," 9,016 ",1,0.215493343,0.464113801,0.015315245,0.794664223,0.003879304,0.021762109," 19,175 "," 18,912 ",0,1,0,1.622085964
27/4/2016," 9,037 ",2,0.202565464,0.574308844,0.021762109,0.589526521,0.000221768,0.014876004," 19,113 "," 19,350 ",0,0,1,0.063485101
28/4/2016," 9,061 ",0,0.282587226,1.058510638,0.014876004,0.414831206,-0.003617827,0.021353658," 19,345 "," 19,057 ",0,0,1,-1.65529442
29/4/2016," 8,939 ",1,0.357233654,0.01127007,0.021353658,0.410898551,-0.004954242,0.009601993," 19,167 "," 19,324 ",0,1,0,-50.18405998
3/5/2016," 8,749 ",1,0.097197725,-0.163014493,0.009601993,0.071203156,-0.006775941,0.017109169," 19,645 "," 19,890 ",0,1,0,7.712881685
4/5/2016," 8,697 ",1,-0.111277298,-0.4234714,0.017109169,0.887868229,-0.00978473,0.010919518," 19,999 "," 19,861 ",0,1,0,23.18958041
5/5/2016," 8,627 ",0,0.016565042,0.014993137,0.010919518,0.481547752,-0.011650127,0.010379932," 20,000 "," 20,100 ",0,1,0,88.78274656
6/5/2016," 8,472 ",0,0.064657427,-0.038470141,0.010379932,0.122310817,-0.014272565,0.015493757," 20,274 "," 20,142 ",0,1,0,11.78649537
9/5/2016," 8,451 ",1,0.012060164,0.672859937,0.015493757,0.117762788,-0.016169541,0.012491676," 20,102 "," 19,950 ",0,1,0,6.757913596
10/5/2016," 8,486 ",1,0.085402909,-0.584317032,0.012491676,0.816480509,-0.013193735,0.016140586," 19,884 "," 19,990 ",0,1,0,4.117020713
11/5/2016," 8,444 ",0,0.206840967,1.164435239,0.016140586,0.383801892,-0.012183942,0.017840904," 20,041 "," 20,005 ",0,0,1,3.035740818
12/5/2016," 8,414 ",1,0.234702348,0.376773516,0.017840904,0.53106314,-0.013665446,0.011687158," 19,974 "," 20,237 ",0,1,0,2.078322046
13/5/2016," 8,301 ",1,0.254971273,-0.006688963,0.011687158,0.229718474,-0.015906778,0.01436011," 20,394 "," 20,417 ",0,1,0,1.655823485
16/5/2016," 8,313 ",1,0.171339799,-0.026070298,0.01436011,0.557777868,-0.016057602,0.029621506," 20,350 "," 20,298 ",0,1,0,1.551471714
17/5/2016," 8,426 ",0,0.226155547,0.808645251,0.029621506,0.840974212,-0.011098202,0.015836982," 20,301 "," 20,306 ",1,0,1,1.251362182
18/5/2016," 8,301 ",0,0.43012484,-0.032272659,0.015836982,0.427243623,-0.008466822,0.011652268," 20,575 "," 20,474 ",0,1,0,0.925539402
19/5/2016," 8,243 ",2,0.234622291,0.039966952,0.011652268,0.243431314,-0.009215306,0.010086513," 20,488 "," 20,595 ",0,1,0,0.879845929
20/5/2016," 8,304 ",1,0.116681561,0.230473905,0.010086513,0.515344921,-0.006549058,0.017869189," 20,780 "," 20,675 ",0,0,1,0.621446465
23/5/2016," 8,308 ",0,0.309673654,0.263375883,0.017869189,0.292912281,-0.003704593,0.017238313," 20,745 "," 20,607 ",0,0,1,0.36535917
24/5/2016," 8,307 ",0,0.338514242,0.194035088,0.017238313,0.839664034,-0.003849222,0.009617657," 20,643 "," 20,645 ",0,1,0,0.444603984
25/5/2016," 8,536 ",0,0.385957926,2.691738749,0.009617657,0.835918447,-0.001040109,0.012125191," 20,413 "," 20,319 ",1,0,1,0.153906873
26/5/2016," 8,526 ",0,1.105741274,0.726855916,0.012125191,0.700839748,0.00246138,0.010057242," 20,350 "," 20,349 ",0,0,1,-0.424445136
27/5/2016," 8,595 ",2,0.941537758,1.020993702,0.010057242,0.794233367,0.00486936,0.019908483," 20,498 "," 20,855 ",1,1,0,-0.849401028
30/5/2016," 8,625 ",0,0.977053744,0.542251453,0.019908483,0.636231979,0.007252326,0.017762328," 20,880 "," 20,807 ",0,0,1,-1.579014607
31/5/2016," 8,705 ",0,0.93745887,0.567902047,0.017762328,0.48721675,0.007050781,0.021567426," 20,805 "," 20,467 ",1,0,1,-3.332328791
1/6/2016," 8,708 ",0,0.946891131,0.345013187,0.021567426,0.26608944,0.008154833,0.012908943," 20,389 "," 20,130 ",0,0,1,-41.94573027
2/6/2016," 8,756 ",0,0.832044684,0.395251272,0.012908943,0.792802273,0.010899458,0.010894488," 20,060 "," 20,147 ",0,0,1,13.11004841
3/6/2016," 8,810 ",0,0.819433016,1.153635694,0.010894488,0.575041512,0.01201322,0.008906033," 20,288 "," 20,248 ",1,0,1,4.342665967
6/6/2016," 8,865 ",0,0.818326001,0.853237961,0.008906033,0.936291944,0.012455938,0.014645154," 19,980 "," 20,389 ",1,1,0,2.800169879
7/6/2016," 9,004 ",0,0.838466329,1.408071749,0.014645154,0.916200124,0.014612568,0.012606468," 20,240 "," 20,540 ",1,0,1,2.656267442
8/6/2016," 9,028 ",0,0.978486787,0.992446459,0.012606468,0.720472084,0.013758259,0.012221399," 20,446 "," 20,470 ",1,0,1,2.121524967
10/6/2016," 8,832 ",0,0.895259463,0.234498411,0.012221399,0.089709464,0.009149604,0.019675094," 20,709 "," 21,216 ",0,1,0,1.556193652
13/6/2016," 8,620 ",1,0.563178735,-0.821543864,0.019675094,0.548269264,0.003770924,0.013260186," 21,433 "," 21,343 ",0,1,0,0.875584072
14/6/2016," 8,583 ",1,0.185100014,0.211688989,0.013260186,0.30704194,-0.000193679,0.0104752," 21,420 "," 21,342 ",0,1,0,-0.056390882
15/6/2016," 8,610 ",2,0.115267561,-1.213816887,0.0104752,0.805299255,-0.001557414,0.023994895," 21,088 "," 21,167 ",0,1,0,-0.589013312
16/6/2016," 8,410 ",0,0.229445738,0.208121577,0.023994895,0.31159473,-0.004479374,0.016185313," 21,450 "," 21,433 ",0,1,0,-2.634302307
17/6/2016," 8,486 ",1,0.056196885,0.980129558,0.016185313,0.535874727,-0.006479305,0.009164093," 21,498 "," 21,271 ",0,0,1,-3.175712705
20/6/2016," 8,640 ",1,0.210568644,1.793736362,0.009164093,0.92637049,-0.00503679,0.015917063," 21,449 "," 21,594 ",1,0,1,-1.500550748
21/6/2016," 8,704 ",0,0.417516083,0.807875284,0.015917063,0.864109426,-0.003796669,0.01169967," 21,378 "," 21,481 ",1,0,1,-0.895172447
22/6/2016," 8,763 ",0,0.515747535,0.163643572,0.01169967,0.857663818,-0.004618199,0.020327251," 21,381 "," 21,291 ",1,1,0,-0.936670017
23/6/2016," 8,785 ",0,0.635334925,0.978233618,0.020327251,0.907154642,-0.005567887,0.007589703," 21,328 "," 21,391 ",0,0,1,-1.368603827
24/6/2016," 8,530 ",2,0.762455995,-2.376181191,0.007589703,0.453899323,-0.006283466,0.06569914," 21,354 "," 21,290 ",0,1,0,-4.32347077
27/6/2016," 8,567 ",1,0.342773847,0.22356474,0.06569914,0.771636061,-0.0041024,0.025735465," 21,360 "," 21,188 ",0,0,1,29.55483822
28/6/2016," 8,536 ",0,0.424939886,0.09195615,0.025735465,0.831110155,-0.00115685,0.016560039," 21,078 "," 20,854 ",0,0,1,1.725897547
29/6/2016," 8,571 ",0,0.376262195,0.561603557,0.016560039,0.862550388,-0.000988409,0.011967882," 20,960 "," 20,544 ",1,0,1,0.774628468
30/6/2016," 8,713 ",0,0.448325895,1.965490119,0.011967882,0.752593936,0.003079477,0.011431868," 20,362 "," 20,300 ",1,0,1,-4.156856255
4/7/2016," 8,802 ",0,0.653869188,1.623954871,0.011431868,0.592109211,0.007204799,0.01515105," 20,211 "," 20,284 ",1,0,1,24.76291084
5/7/2016," 8,643 ",2,0.738643119,0.0390039,0.01515105,0.123152246,0.003711422,0.012168031," 20,151 "," 19,975 ",0,1,0,-5.352164583
6/7/2016," 8,503 ",1,0.469514712,-1.009321156,0.012168031,0.546934948,-0.002279816,0.013761538," 20,161 "," 20,049 ",0,1,0,0.749689517
7/7/2016," 8,601 ",1,0.272554826,0.925142808,0.013761538,0.797717093,-0.004195297,0.008097104," 19,900 "," 20,130 ",1,0,1,0.95189522
8/7/2016," 8,535 ",0,0.459459851,0.195491981,0.008097104,0.619483764,-0.004772332,0.009822053," 20,240 "," 19,898 ",0,1,0,0.922856644
11/7/2016," 8,703 ",1,0.37700129,2.602712026,0.009822053,0.371777307,-0.000897132,0.009227124," 19,934 "," 19,803 ",1,0,1,0.249419575
12/7/2016," 8,855 ",2,0.685418325,1.047577531,0.009227124,0.907008182,0.005360317,0.016049541," 19,700 "," 19,604 ",1,0,1,8.685441851
13/7/2016," 8,909 ",0,0.948377849,1.398861615,0.016049541,0.23922752,0.007670413,0.009283496," 19,522 "," 19,816 ",1,0,1,2.354382729
14/7/2016," 9,010 ",1,0.905723381,-0.029812915,0.009283496,0.954143258,0.00938617,0.01602382," 19,851 "," 19,946 ",1,1,0,2.229243069
15/7/2016," 9,050 ",0,0.971745025,0.98511236,0.01602382,0.545617174,0.008929793,0.013022338," 19,768 "," 19,686 ",1,0,1,1.483782055
18/7/2016," 9,091 ",0,0.899248102,0.5276429,0.013022338,0.893012,0.007165516,0.010960978," 19,678 "," 19,606 ",0,0,1,0.99728655
19/7/2016," 8,989 ",0,0.866884234,0.527175557,0.010960978,0.152522487,0.007237389,0.011295829," 19,605 "," 19,855 ",0,1,0,1.318827233
20/7/2016," 9,023 ",1,0.690206143,-0.057880329,0.011295829,0.666832125,0.009845813,0.011233073," 19,793 "," 19,833 ",0,1,0,2.572220997
21/7/2016," 9,057 ",0,0.691723012,1.074555743,0.011233073,0.389472149,0.011060698,0.007566046," 19,789 "," 19,862 ",1,0,1,3.156776503
22/7/2016," 9,032 ",2,0.69022013,-0.315835521,0.007566046,0.749919277,0.010738713,0.006875568," 20,100 "," 20,360 ",0,1,0,3.478382303
25/7/2016," 9,035 ",0,0.624140771,1.510494026,0.006875568,0.642470731,0.009290325,0.01364131," 20,386 "," 20,381 ",0,1,0,2.169224052
26/7/2016," 9,062 ",1,0.584347771,0.169317723,0.01364131,0.4675501,0.006004303,0.020513226," 20,438 "," 20,577 ",0,0,1,1.055400968
27/7/2016," 9,115 ",0,0.689644848,0.715418454,0.020513226,0.792457466,0.004588191,0.01787571," 20,286 "," 20,317 ",0,0,1,0.752728716
28/7/2016," 9,083 ",2,0.921672837,0.568761133,0.01787571,0.78279598,0.003090928,0.008438275," 20,301 "," 20,474 ",0,0,1,0.500882189
29/7/2016," 8,959 ",2,0.790067384,0.122438324,0.008438275,0.165067813,-0.000198311,0.016734461," 20,448 "," 20,532 ",0,1,0,-0.046417245
1/8/2016," 9,129 ",1,-0.206268285,0.680780681,0.016734461,0.66174256,-0.000579213,0.015431142," 20,505 "," 20,611 ",1,0,1,-0.179761514
3/8/2016," 8,978 ",0,1.084680768,-0.40243815,0.015431142,0.112422157,0.000307255,0.006794495," 20,718 "," 20,711 ",0,1,0,0.082658461
4/8/2016," 9,005 ",2,0.001279007,1.226974762,0.006794495,0.251417487,-0.000319945,0.007408521," 20,730 "," 20,776 ",0,0,1,-0.068228676
5/8/2016," 9,132 ",1,0.190294545,1.101611459,0.007408521,0.687782805,0.000618411,0.011218769," 20,977 "," 21,103 ",1,0,1,0.10709411
8/8/2016," 9,277 ",0,1.010874662,1.390615778,0.011218769,0.94264612,0.003527378,0.011916805," 21,096 "," 21,114 ",1,0,1,0.49688
9/8/2016," 9,301 ",0,1.223216738,0.908817361,0.011916805,0.879249707,0.005644997,0.006439229," 21,077 "," 20,808 ",1,0,1,0.757270533
10/8/2016," 9,316 ",0,0.999246413,1.295427902,0.006439229,0.419929232,0.005724745,0.009394147," 20,519 "," 20,378 ",1,0,1,0.976301384
11/8/2016," 9,423 ",1,0.884916989,0.37050565,0.009394147,0.70777772,0.00616537,0.020698795," 20,313 "," 20,180 ",1,0,1,1.145747146
12/8/2016," 9,555 ",0,0.9897114,1.21377056,0.020698795,0.726319639,0.008544372,0.008615818," 19,950 "," 20,269 ",1,0,1,1.46477937
15/8/2016," 9,709 ",0,0.983743495,0.730464464,0.008615818,0.793085655,0.013339438,0.020282171," 20,141 "," 19,871 ",1,0,1,2.017191193
16/8/2016," 9,708 ",0,1.024244669,1.014086687,0.020282171,0.229361198,0.014430883,0.013837559," 20,126 "," 19,977 ",0,0,1,2.064793582
17/8/2016," 9,642 ",1,0.882433916,0.422187639,0.013837559,0.063356686,0.013382533,0.010118132," 20,250 "," 20,336 ",0,1,0,1.931178759
18/8/2016," 9,655 ",1,0.745587613,0.662706874,0.010118132,0.162724073,0.014062752,0.01259382," 20,360 "," 20,475 ",0,1,0,2.013123114
19/8/2016," 9,606 ",1,0.70777457,0.571007612,0.01259382,0.304580835,0.011956686,0.016151154," 20,490 "," 20,743 ",0,1,0,1.868842643
22/8/2016," 9,603 ",1,0.615831868,0.325634809,0.016151154,0.734957947,0.008454091,0.014476345," 20,840 "," 20,893 ",0,1,0,1.397966799
23/8/2016," 9,587 ",2,0.579636272,0.483502264,0.014476345,0.792230987,0.006428239,0.007022608," 20,553 "," 20,156 ",0,0,1,1.063143231
24/8/2016," 9,507 ",0,0.512293163,0.823932133,0.007022608,0.430589957,0.004998167,0.018525162," 19,903 "," 20,115 ",0,1,0,0.933851577
25/8/2016," 9,505 ",1,0.296840535,0.44381896,0.018525162,0.431637891,0.002849916,0.009014201," 19,767 "," 20,153 ",0,0,1,0.638222887
26/8/2016," 9,550 ",2,0.17835638,0.53359776,0.009014201,0.519252198,0.000798276,0.008490023," 20,228 "," 20,481 ",0,0,1,0.174519981
29/8/2016," 9,498 ",0,0.319525862,0.273492633,0.008490023,0.504555451,-0.002246974,0.010019737," 20,728 "," 20,947 ",0,1,0,-0.419175665
30/8/2016," 9,597 ",1,0.241009245,0.963661116,0.010019737,0.80941358,-0.003349708,0.008149525," 20,989 "," 21,038 ",1,0,1,-0.625912453
31/8/2016," 9,542 ",0,0.57954865,0.766075103,0.008149525,0.057372838,-0.002197998,0.006086172," 20,913 "," 20,725 ",0,0,1,-0.402054133
1/9/2016," 9,606 ",1,0.402105959,-0.39972598,0.006086172,0.858892128,-0.001551657,0.016221568," 20,556 "," 20,510 ",1,1,0,-0.251945682
2/9/2016," 9,687 ",0,0.76976399,0.741496599,0.016221568,0.795043273,0.000335601,0.013256209," 20,673 "," 20,706 ",1,0,1,0.055037704
5/9/2016," 9,831 ",0,1.125515079,1.745554681,0.013256209,0.49026519,0.003228325,0.006074825," 20,600 "," 20,559 ",1,0,1,0.553832238
6/9/2016," 9,938 ",0,1.066425037,1.144847264,0.006074825,0.937033406,0.006054679,0.013436249," 20,968 "," 20,875 ",1,0,1,0.970148857
7/9/2016," 9,970 ",0,1.064426778,0.897141995,0.013436249,0.413103378,0.008492399,0.009864997," 21,027 "," 21,277 ",1,0,1,1.258345022
8/9/2016," 10,008 ",0,0.93234978,0.496887437,0.009864997,0.665395284,0.010040754,0.008670729," 21,420 "," 21,316 ",0,0,1,1.555763852
9/9/2016," 10,058 ",0,0.867686002,0.726537217,0.008670729,0.226633371,0.010456165,0.019595546," 21,316 "," 21,586 ",1,0,1,1.852125003
12/9/2016," 9,654 ",0,0.830411787,-0.949597391,0.019595546,0.025723292,0.006831317,0.01807845," 21,600 "," 21,731 ",0,1,0,2.945539084
13/9/2016," 9,571 ",1,0.328566177,0.737926376,0.01807845,0.025533965,0.001330841,0.025466714," 21,665 "," 21,760 ",0,1,0,-1.345182713
14/9/2016," 9,543 ",1,0.222097369,0.024530271,0.025466714,0.157960296,-0.000260186,0.013421017," 21,742 "," 21,670 ",0,1,0,0.213454068
15/9/2016," 9,596 ",1,0.188185703,0.262436746,0.013421017,0.533228247,-9.84006E-05,0.016597007," 21,648 "," 21,890 ",0,1,0,0.120428478
19/9/2016," 9,748 ",0,0.250864127,1.183480454,0.016597007,0.419346605,0.000516216,0.0161586," 21,930 "," 22,003 ",1,0,1,1.209098509
20/9/2016," 9,751 ",0,0.440516844,0.354198571,0.0161586,0.693644617,-0.000186601,0.007917811," 21,931 "," 21,992 ",0,0,1,-0.124321475
21/9/2016," 9,849 ",0,0.456077242,0.72230869,0.007917811,0.761818376,-0.001720446,0.019215371," 22,111 "," 22,050 ",1,0,1,-0.810676747
22/9/2016," 9,894 ",0,0.602166647,1.523263259,0.019215371,0.241109172,-0.001693832,0.025806239," 21,888 "," 22,108 ",1,0,1,-0.505832832
23/9/2016," 9,796 ",1,0.684421479,0.485941439,0.025806239,0.141118702,-0.002952387,0.018817045," 22,187 "," 22,168 ",0,1,0,-0.844896133
26/9/2016," 9,629 ",1,0.58220397,-0.143200256,0.018817045,0.15676185,-0.006560964,0.01416234," 22,117 "," 22,153 ",0,1,0,-3.442061281
27/9/2016," 9,747 ",1,0.323594725,0.068850558,0.01416234,0.764478764,-0.003449025,0.019659527," 22,009 "," 21,774 ",1,1,0,-2.04688057
28/9/2016," 9,720 ",0,0.580887473,0.517057175,0.019659527,0.873047859,0.002486427,0.012278629," 21,921 "," 22,120 ",0,0,1,1.304153555
29/9/2016," 9,794 ",0,0.482021288,1.789672544,0.012278629,0.595509967,0.004124552,0.010513775," 21,780 "," 21,679 ",1,0,1,2.144242464
30/9/2016," 9,582 ",1,0.612232869,-0.719856783,0.010513775,0.121835926,0.002446849,0.013579889," 21,868 "," 21,812 ",0,1,0,2.090688314
3/10/2016," 9,683 ",1,-0.004289605,1.160338518,0.013579889,0.270657884,-0.00080165,0.012340839," 21,901 "," 22,123 ",0,0,1,5.662842675
4/10/2016," 9,757 ",1,0.318638097,0.661635954,0.012340839,1,-0.000605578,0.009349185," 22,306 "," 22,448 ",0,0,1,1.530322669
5/10/2016," 9,811 ",0,0.534672333,0.541057491,0.009349185,0.724153347,-0.000334032,0.018418902," 22,388 "," 22,429 ",1,0,1,0.324646812
6/10/2016," 9,947 ",0,0.709266128,0.884654074,0.018418902,0.747776322,0.000158233,0.014738971," 22,482 "," 22,420 ",1,0,1,-0.205596332
7/10/2016," 9,924 ",0,1.089787186,0.845273392,0.014738971,0.477666108,0.001859195,0.007191876," 22,407 "," 22,560 ",0,0,1,-3.375907969
11/10/2016," 9,804 ",1,0.88775716,1.829145729,0.007191876,0.199051363,0.003108044,0.030717599," 22,730 "," 22,757 ",0,1,0,-1.794956076
12/10/2016," 9,673 ",1,0.566418203,0.026120009,0.030717599,0.449725004,0.001042684,0.014543791," 22,765 "," 22,927 ",0,1,0,-0.867733658
13/10/2016," 9,497 ",1,0.265771848,0.049640389,0.014543791,0.100688219,-0.003031113,0.017980629," 23,000 "," 22,919 ",0,1,0,10.71812145
14/10/2016," 9,601 ",1,-0.011578588,0.353363021,0.017980629,0.706842986,-0.004257287,0.013157536," 22,972 "," 22,739 ",0,0,1,54.10317833
17/10/2016," 9,541 ",0,0.260890947,0.436150721,0.013157536,0.438436707,-0.002398407,0.009066185," 22,905 "," 23,055 ",0,1,0,-110.4203348
18/10/2016," 9,720 ",1,0.170842668,0.888402121,0.009066185,0.891725016,-4.1324E-05,0.016398559," 23,100 "," 22,912 ",1,0,1,0.097932773
19/10/2016," 9,641 ",0,0.486869848,0.739019733,0.016398559,0.160600589,-0.00080955,0.010852694," 22,989 "," 22,963 ",0,0,1,1.144365612
20/10/2016," 9,686 ",1,0.36744658,0.881972821,0.010852694,0.047763557,-0.002470803,0.007799628," 22,920 "," 23,041 ",0,0,1,1.7629868
24/10/2016," 9,853 ",1,0.469554081,0.055020451,0.007799628,0.913796676,-0.002254002,0.02490882," 23,040 "," 22,818 ",1,1,0,2.154704723
